Chronosequence,Age,AGB,PI,Reference,
San Lorenzo,OG,133.4658027,Juan-Carlos Licona,unpublished,
San Lorenzo,OG,201.3786972,Juan-Carlos Licona,unpublished,
San Lorenzo,OG,169.3888446,Juan-Carlos Licona,unpublished,
San Lorenzo,OG,106.942728,Juan-Carlos Licona,unpublished,
San Lorenzo,OG,127.93806,Juan-Carlos Licona,unpublished,
Santa Rosa,11,139.2684124,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa,12,115.8270262,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa,13,53.66066009,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa,15,103.8245555,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa,15,42.15726513,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa,17,103.8083875,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa,20,163.5089606,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa,23,216.2623346,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa,23,221.8712529,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa,23,214.7542289,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa,25,249.9625643,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa,25,243.8039755,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa,25,247.5869047,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa,25,102.921861,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa,35,135.6251112,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa,35,275.5399713,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa,35,554.869461,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa,35,233.9095548,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa,35,210.8117376,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa,35,127.2666368,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa,37,441.1476935,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa,37,306.3767189,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa,40,239.2116374,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa,40,231.4158485,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa,40,169.0054388,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa,40,346.5057373,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa,40,231.2298445,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa,40,223.1945122,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa,45,186.9565153,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa,45,430.0576297,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa,50,265.0912865,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa,50,185.1012506,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa,50,499.262972,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa,6,71.70892653,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa,60,269.7931529,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa,60,176.9756854,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa,65,397.6714315,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa,65,278.9597499,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa,70,339.5411771,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa,8,63.35400115,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa,OG,191.2892613,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa,OG,211.3376828,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa,OG,644.3282084,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa (oak forest),10,0.484638241,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa (oak forest),11,34.21864004,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa (oak forest),12,112.2272987,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa (oak forest),15,117.9324402,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa (oak forest),18,74.1162734,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa (oak forest),18,199.5560584,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa (oak forest),21,179.5867424,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa (oak forest),25,235.2487358,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa (oak forest),25,110.3523201,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa (oak forest),25,85.7330252,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa (oak forest),25,131.7577133,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa (oak forest),30,281.5701026,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa (oak forest),30,180.6016063,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa (oak forest),45,238.4471684,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa (oak forest),5,5.286954932,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa (oak forest),5,73.04389227,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa (oak forest),5,50.21052727,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa (oak forest),5,20.6920503,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa (oak forest),5,27.93542448,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa (oak forest),65,261.6674266,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa (oak forest),70,437.7831355,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Santa Rosa (oak forest),70,346.7255919,Jennifer S. Powers,"Powers, J. S. et al. (2009) For. Ecol. Manage. 258, 959-970",
Sao Paulo,11,48.83718964,Pedro H.S. Brancalion,unpublished,
Sao Paulo,11,85.54086055,Pedro H.S. Brancalion,unpublished,
Sao Paulo,11,153.4536341,Pedro H.S. Brancalion,unpublished,
Sao Paulo,17.5,59.72749629,Pedro H.S. Brancalion,unpublished,
Sao Paulo,17.5,59.00914985,Pedro H.S. Brancalion,unpublished,
Sao Paulo,28.5,227.6171311,Pedro H.S. Brancalion,unpublished,
Sao Paulo,28.5,109.4181533,Pedro H.S. Brancalion,unpublished,
Sao Paulo,28.5,279.0666974,Pedro H.S. Brancalion,unpublished,
Sao Paulo,28.5,122.5674367,Pedro H.S. Brancalion,unpublished,
Sao Paulo,45,96.55928255,Pedro H.S. Brancalion,unpublished,
Sao Paulo,OG,345.4826028,Pedro H.S. Brancalion,unpublished,
Sarapiquí (Chazdon),10,172.6980176,Robin L. Chazdon,"Chazdon, R. L. et al. (2005) Ecology 86, 1808-1815",
Sarapiquí (Chazdon),10,76.37816967,Robin L. Chazdon,"Chazdon, R. L. et al. (2005) Ecology 86, 1808-1815",
Sarapiquí (Chazdon),20,159.7071708,Robin L. Chazdon,"Chazdon, R. L. et al. (2005) Ecology 86, 1808-1815",
Sarapiquí (Chazdon),23,150.5114334,Robin L. Chazdon,"Chazdon, R. L. et al. (2005) Ecology 86, 1808-1815",
Sarapiquí (Chazdon),36,213.5632225,Robin L. Chazdon,"Chazdon, R. L. et al. (2005) Ecology 86, 1808-1815",
Sarapiquí (Chazdon),41,261.045126,Robin L. Chazdon,"Chazdon, R. L. et al. (2005) Ecology 86, 1808-1815",
Sarapiquí (Chazdon),OG,275.6282709,Robin L. Chazdon,"Chazdon, R. L. et al. (2005) Ecology 86, 1808-1815",
Sarapiquí (Chazdon),OG,299.6512503,Robin L. Chazdon,"Chazdon, R. L. et al. (2005) Ecology 86, 1808-1815",
Sarapiquí (Letcher),10,52.0643966,Susan G. Letcher,"Letcher, S. G. & Chazdon, R. L. (2009) Biotropica 41, 608-617",
Sarapiquí (Letcher),10,144.3750159,Susan G. Letcher,"Letcher, S. G. & Chazdon, R. L. (2009) Biotropica 41, 608-617",
Sarapiquí (Letcher),10,91.4281172,Susan G. Letcher,"Letcher, S. G. & Chazdon, R. L. (2009) Biotropica 41, 608-617",
Sarapiquí (Letcher),11,35.91710593,Susan G. Letcher,"Letcher, S. G. & Chazdon, R. L. (2009) Biotropica 41, 608-617",
Sarapiquí (Letcher),11,80.0318359,Susan G. Letcher,"Letcher, S. G. & Chazdon, R. L. (2009) Biotropica 41, 608-617",
Sarapiquí (Letcher),14,11.57721107,Susan G. Letcher,"Letcher, S. G. & Chazdon, R. L. (2009) Biotropica 41, 608-617",
Sarapiquí (Letcher),16,87.38342915,Susan G. Letcher,"Letcher, S. G. & Chazdon, R. L. (2009) Biotropica 41, 608-617",
Sarapiquí (Letcher),18,115.6460037,Susan G. Letcher,"Letcher, S. G. & Chazdon, R. L. (2009) Biotropica 41, 608-617",
Sarapiquí (Letcher),18,149.144844,Susan G. Letcher,"Letcher, S. G. & Chazdon, R. L. (2009) Biotropica 41, 608-617",
Sarapiquí (Letcher),18,142.6861178,Susan G. Letcher,"Letcher, S. G. & Chazdon, R. L. (2009) Biotropica 41, 608-617",
Sarapiquí (Letcher),19,19.45449661,Susan G. Letcher,"Letcher, S. G. & Chazdon, R. L. (2009) Biotropica 41, 608-617",
Sarapiquí (Letcher),19,132.1673947,Susan G. Letcher,"Letcher, S. G. & Chazdon, R. L. (2009) Biotropica 41, 608-617",
Sarapiquí (Letcher),21,265.8045212,Susan G. Letcher,"Letcher, S. G. & Chazdon, R. L. (2009) Biotropica 41, 608-617",
Sarapiquí (Letcher),23,122.6530494,Susan G. Letcher,"Letcher, S. G. & Chazdon, R. L. (2009) Biotropica 41, 608-617",
Sarapiquí (Letcher),24,141.4166812,Susan G. Letcher,"Letcher, S. G. & Chazdon, R. L. (2009) Biotropica 41, 608-617",
Sarapiquí (Letcher),24,128.2427719,Susan G. Letcher,"Letcher, S. G. & Chazdon, R. L. (2009) Biotropica 41, 608-617",
Sarapiquí (Letcher),25,130.9092558,Susan G. Letcher,"Letcher, S. G. & Chazdon, R. L. (2009) Biotropica 41, 608-617",
Sarapiquí (Letcher),27,248.8871536,Susan G. Letcher,"Letcher, S. G. & Chazdon, R. L. (2009) Biotropica 41, 608-617",
Sarapiquí (Letcher),32,319.5474337,Susan G. Letcher,"Letcher, S. G. & Chazdon, R. L. (2009) Biotropica 41, 608-617",
Sarapiquí (Letcher),34,214.3171867,Susan G. Letcher,"Letcher, S. G. & Chazdon, R. L. (2009) Biotropica 41, 608-617",
Sarapiquí (Letcher),35,170.3239708,Susan G. Letcher,"Letcher, S. G. & Chazdon, R. L. (2009) Biotropica 41, 608-617",
Sarapiquí (Letcher),42,268.7050052,Susan G. Letcher,"Letcher, S. G. & Chazdon, R. L. (2009) Biotropica 41, 608-617",
Sarapiquí (Letcher),42,250.0981464,Susan G. Letcher,"Letcher, S. G. & Chazdon, R. L. (2009) Biotropica 41, 608-617",
Sarapiquí (Letcher),OG,215.8199961,Susan G. Letcher,"Letcher, S. G. & Chazdon, R. L. (2009) Biotropica 41, 608-617",
Sarapiquí (Letcher),OG,189.8123008,Susan G. Letcher,"Letcher, S. G. & Chazdon, R. L. (2009) Biotropica 41, 608-617",
Sarapiquí (Letcher),OG,175.9820185,Susan G. Letcher,"Letcher, S. G. & Chazdon, R. L. (2009) Biotropica 41, 608-617",
Sarapiquí (Letcher),OG,134.1951678,Susan G. Letcher,"Letcher, S. G. & Chazdon, R. L. (2009) Biotropica 41, 608-617",
Sarapiquí (Letcher),OG,166.0949407,Susan G. Letcher,"Letcher, S. G. & Chazdon, R. L. (2009) Biotropica 41, 608-617",
Sarapiquí (Letcher),OG,264.9894799,Susan G. Letcher,"Letcher, S. G. & Chazdon, R. L. (2009) Biotropica 41, 608-617",
Sarapiquí (Letcher),OG,199.6526428,Susan G. Letcher,"Letcher, S. G. & Chazdon, R. L. (2009) Biotropica 41, 608-617",
Serra do Cipo,10,89.56984023,"Mario M. Espírito-Santo, Maria D.M. Veloso",unpublished,
Serra do Cipo,18,131.8215922,"Mario M. Espírito-Santo, Maria D.M. Veloso",unpublished,
Serra do Cipo,18,99.48170849,"Mario M. Espírito-Santo, Maria D.M. Veloso",unpublished,
Serra do Cipo,18,132.2163033,"Mario M. Espírito-Santo, Maria D.M. Veloso",unpublished,
Serra do Cipo,50,256.3984201,"Mario M. Espírito-Santo, Maria D.M. Veloso",unpublished,
Serra do Cipo,50,132.7248522,"Mario M. Espírito-Santo, Maria D.M. Veloso",unpublished,
Serra do Cipo,50,224.6379861,"Mario M. Espírito-Santo, Maria D.M. Veloso",unpublished,
Serra do Cipo,8,72.15654071,"Mario M. Espírito-Santo, Maria D.M. Veloso",unpublished,
Serra do Cipo,8,26.22718608,"Mario M. Espírito-Santo, Maria D.M. Veloso",unpublished,
Surutu 1,10,33.45095458,Marc K. Steininger,"Steininger, M. K. 2000) J. Trop. Ecol. 16, 689-708",
Surutu 1,12,34.06452652,Marc K. Steininger,"Steininger, M. K. 2000) J. Trop. Ecol. 16, 689-708",
Surutu 1,15,70.87740202,Marc K. Steininger,"Steininger, M. K. 2000) J. Trop. Ecol. 16, 689-708",
Surutu 1,15,61.96686251,Marc K. Steininger,"Steininger, M. K. 2000) J. Trop. Ecol. 16, 689-708",
Surutu 1,20,51.54774438,Marc K. Steininger,"Steininger, M. K. 2000) J. Trop. Ecol. 16, 689-708",
Surutu 1,4,15.18083725,Marc K. Steininger,"Steininger, M. K. 2000) J. Trop. Ecol. 16, 689-708",
Surutu 1,5,17.6676549,Marc K. Steininger,"Steininger, M. K. 2000) J. Trop. Ecol. 16, 689-708",
Surutu 1,8,14.04388433,Marc K. Steininger,"Steininger, M. K. 2000) J. Trop. Ecol. 16, 689-708",
Surutu 2,10,40.30559546,Marc K. Steininger,"Steininger, M. K. (2000) J. Trop. Ecol. 16, 689-708",
Surutu 2,15,152.9919344,Marc K. Steininger,"Steininger, M. K. (2000) J. Trop. Ecol. 16, 689-708",
Surutu 2,25,173.2502562,Marc K. Steininger,"Steininger, M. K. (2000) J. Trop. Ecol. 16, 689-708",
Surutu 2,6,23.17143755,Marc K. Steininger,"Steininger, M. K. (2000) J. Trop. Ecol. 16, 689-708",
Surutu 2,8,22.64676516,Marc K. Steininger,"Steininger, M. K. (2000) J. Trop. Ecol. 16, 689-708",
Yucatán,10,30.66210723,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,10,29.60169171,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,10,44.19483376,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,10,20.54994355,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,10,35.63183509,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,10,29.55787866,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,10,80.91924656,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,10,47.76193169,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,10,81.46804312,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,10,42.85780035,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,10,22.71695772,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,10,55.17588296,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,10,32.31485595,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,10,61.21334044,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,10,16.78028849,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,10,52.26747684,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,10,38.10663032,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,10,43.37778727,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,10,24.88239229,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,10,25.39073084,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,10,9.406256647,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,10,10.54673977,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,10,18.02803415,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,10,27.06148306,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,10,46.58804724,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,10,57.50876351,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,10,26.03428661,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,10,52.35508012,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,10,19.17368797,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,10,22.34144385,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,10,31.43891373,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,10,14.82524004,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,10,6.467408447,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,11,35.47490329,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,11,35.86539291,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,11,28.18943105,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,12,32.42803565,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,12,53.7063248,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,12,34.51353088,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,12,69.32829504,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,12,104.364678,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,12,43.30922469,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,12,28.54579357,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,12,14.78714177,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,12,79.57032446,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,12,21.36067826,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,13,63.54407183,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,13,33.33868842,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,13,50.96785673,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,13,37.88222627,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,14,93.08327573,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,14,38.29010686,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,14,88.23850081,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,14,22.43028191,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,14,45.94985336,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,15,22.68136228,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,15,48.95601801,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,15,61.04981679,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,15,49.92510372,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,15,80.44695551,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,15,41.12491721,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,15,12.18984605,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,15,33.32439239,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,15,49.22649407,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,15,30.39431209,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,15,41.84493034,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,15,51.425697,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,16,45.85751968,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,16,82.80516413,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,16,89.3240455,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,16,62.92008256,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,16,28.28409467,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,16,83.40104907,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
