Chronosequence,Age,AGB,PI,Reference,
Yucatán,16,50.83640706,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,16,49.90055735,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,16,65.07172521,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,17,94.83206416,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,17,41.06382781,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,17,135.426933,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,18,51.60946431,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,18,29.45961744,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,18,47.29632001,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,18,36.48963527,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,18,85.19640342,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,18,53.22770869,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,20,31.8205799,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,20,49.1451588,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,20,36.89402319,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,20,47.67817572,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,20,75.25373595,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,20,42.61280429,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,20,70.02342668,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,20,46.22601513,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,20,89.58564067,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,20,83.46814822,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,20,89.25318108,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,20,69.62634895,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,20,110.56301,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,20,105.4862757,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,20,94.46885354,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,20,71.1524826,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,20,58.74672887,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,20,172.4339433,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,20,36.17693516,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,20,92.54404384,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,20,83.31451746,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,20,81.21695156,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,20,89.3910794,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,20,80.02600249,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,20,93.54696908,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,20,130.0286537,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,20,58.6509408,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,20,88.66076997,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,20,68.94376446,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,20,76.74416951,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,20,51.1201209,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,25,126.3650782,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,25,94.46709353,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,25,86.51966062,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,25,59.66792837,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,25,85.95787812,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,25,121.1957535,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,25,101.9694042,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,25,125.207239,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,25,98.0922296,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,25,88.02520001,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,25,56.94448805,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,25,44.29889646,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,25,64.6036427,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,25,71.69914652,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,3,0.292508352,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,30,79.28861499,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,30,71.40581463,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,30,107.1651218,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,30,82.53124093,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,30,104.4161069,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,30,111.2171006,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,30,135.9170381,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,30,145.2172257,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,30,102.9252529,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,30,67.76039639,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,30,54.257246,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,30,70.60590967,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,30,61.60957786,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,30,163.0047449,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,30,80.62555014,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,30,61.97842432,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,30,107.2510614,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,30,82.6507248,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,30,41.31913152,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,35,99.10027104,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,35,39.13870354,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,35,54.11979565,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,35,170.7483308,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,35,61.97888629,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,35,64.34000346,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,35,111.5161622,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,4,13.56997429,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,4,21.00907693,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,40,127.6285778,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,40,79.7949556,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,40,206.9445339,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,40,71.0890792,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,40,115.7475173,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,40,138.9746235,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,40,51.82349296,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,40,75.02609946,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,40,120.4019521,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,40,115.6299198,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,40,67.95885821,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,40,75.8131867,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,40,83.52454411,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,40,84.44696371,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,40,101.3518254,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,40,99.8624458,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,40,82.88546316,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,40,31.66279102,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,40,81.43787115,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,40,170.3778355,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,40,109.1895273,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,40,58.70903782,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,45,83.75850251,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,5,4.306525918,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,5,0.711477281,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,5,0.292508352,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,5,1.402582369,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,50,124.3310348,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,50,54.4010287,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,50,107.6847778,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,50,76.20614719,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,50,116.5256123,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,50,108.3826003,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,50,103.6269686,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,50,222.0263775,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,50,79.46838616,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,50,113.508117,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,50,178.2102818,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,50,127.1200759,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,50,64.1875449,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,50,68.75180555,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,50,129.5399062,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,50,63.37696665,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,50,90.16937292,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,50,44.14981375,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,6,7.900318522,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,6,3.409822777,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,6,12.35388916,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,6,7.465240276,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,6,4.635119353,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,6,7.598784518,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,6,4.125754225,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,6,30.11461537,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,6,7.397981415,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,6,1.841499291,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,6,20.18249483,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,6,6.804213768,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,6,7.590309584,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,6,5.07935934,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,6,2.782390706,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,6,0.958186611,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,60,96.93857249,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,60,152.8637554,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,60,75.14610078,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,60,112.4020158,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,60,123.7087029,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,60,175.8267238,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,60,225.8397773,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,60,122.511264,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,60,158.1431354,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,60,204.3399616,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,60,114.6413094,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,60,132.1029542,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,60,169.8375712,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,60,135.4179037,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,60,98.3913751,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,60,179.8404542,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,60,72.57333886,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,7,3.416771101,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,7,3.440530602,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,7,9.954392787,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,7,20.10782172,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,7,17.39867422,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,7,12.04878075,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,7,13.24873395,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,7,32.35733906,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,7,25.63383787,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,7,6.92524207,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,7,6.35304556,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,70,92.76730992,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,8,13.60652298,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,8,25.74079348,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,8,12.10018517,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,8,30.37523496,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,8,48.73310147,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,8,18.62951318,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,8,12.40257817,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,8,37.90650253,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,8,5.229538199,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,8,13.09606336,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,8,12.75202169,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,8,8.45461925,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,8,7.454582636,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,8,6.556699867,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
Yucatán,8,33.33219248,"Juan M. Dupuy, José Luis Hernandez Stefanoni","Dupuy, J. M. et al. (2012) Biotropica 44, 151-162",
